year,origin,destin,id,dist,passen,fare,bmktshr,concen
1999,"ATLANTA, GA","NEW ORLEANS, LA",79,425,1076,110,0.7266001,0.7266001
2000,"ATLANTA, GA","NEW ORLEANS, LA",79,425,998,131,0.6656,0.6656
1997,"ATLANTA, GA","NEW YORK, NY",80,756,5083,206,0.5529,0.5529
1998,"ATLANTA, GA","NEW YORK, NY",80,756,6172,162,0.5907,0.5907
1999,"ATLANTA, GA","NEW YORK, NY",80,756,6793,160,0.6499,0.6499
2000,"ATLANTA, GA","NEW YORK, NY",80,756,6768,168,0.6227,0.6227
1997,"ATLANTA, GA","NEWPORT NEWS/WMSBURG, VA",81,508,144,106,0.9155,0.9155
1998,"ATLANTA, GA","NEWPORT NEWS/WMSBURG, VA",81,508,188,86,0.948,0.948
1999,"ATLANTA, GA","NEWPORT NEWS/WMSBURG, VA",81,508,254,84,0.9525,0.9525
2000,"ATLANTA, GA","NEWPORT NEWS/WMSBURG, VA",81,508,272,107,0.96,0.96
1997,"ATLANTA, GA","NORFOLK, VA",82,516,401,145,0.9129,0.9129
1998,"ATLANTA, GA","NORFOLK, VA",82,516,472,106,0.9357,0.9357
1999,"ATLANTA, GA","NORFOLK, VA",82,516,535,100,0.9144,0.9144
2000,"ATLANTA, GA","NORFOLK, VA",82,516,439,132,0.9142,0.9142
1997,"ATLANTA, GA","OKLAHOMA CITY, OK",83,761,204,193,0.7332,0.7332
1998,"ATLANTA, GA","OKLAHOMA CITY, OK",83,761,249,177,0.7851,0.7851
1999,"ATLANTA, GA","OKLAHOMA CITY, OK",83,761,218,206,0.7588,0.7588
2000,"ATLANTA, GA","OKLAHOMA CITY, OK",83,761,254,204,0.7162001,0.7162001
1997,"ATLANTA, GA","OMAHA, NE",84,822,185,222,0.6637,0.6637
1998,"ATLANTA, GA","OMAHA, NE",84,822,229,214,0.7359,0.7359
1999,"ATLANTA, GA","OMAHA, NE",84,822,206,224,0.7298,0.7298
2000,"ATLANTA, GA","OMAHA, NE",84,822,205,232,0.7183,0.7183
1997,"ATLANTA, GA","ONTARIO, CA",85,1902,183,274,0.5969,0.5969
1998,"ATLANTA, GA","ONTARIO, CA",85,1902,216,265,0.6081,0.6081
1999,"ATLANTA, GA","ONTARIO, CA",85,1902,267,236,0.3935,0.3935
2000,"ATLANTA, GA","ONTARIO, CA",85,1902,221,286,0.5325,0.5325
1997,"ATLANTA, GA","ORLANDO, FL",86,403,1700,112,0.8199,0.8199
1998,"ATLANTA, GA","ORLANDO, FL",86,403,2011,113,0.7596,0.7596
1999,"ATLANTA, GA","ORLANDO, FL",86,403,1943,125,0.6749,0.6749
2000,"ATLANTA, GA","ORLANDO, FL",86,403,1982,133,0.6585,0.6585
1997,"ATLANTA, GA","PHILADELPHIA, PA",87,665,2047,130,0.5742,0.5742
1998,"ATLANTA, GA","PHILADELPHIA, PA",87,665,2129,125,0.5293,0.5293
1999,"ATLANTA, GA","PHILADELPHIA, PA",87,665,2251,121,0.6099,0.6099
2000,"ATLANTA, GA","PHILADELPHIA, PA",87,665,2318,129,0.5877,0.5877
1997,"ATLANTA, GA","PHOENIX, AZ",88,1587,710,259,0.5658,0.5658
1998,"ATLANTA, GA","PHOENIX, AZ",88,1587,674,275,0.6277,0.6277
1999,"ATLANTA, GA","PHOENIX, AZ",88,1587,683,295,0.581,0.581
2000,"ATLANTA, GA","PHOENIX, AZ",88,1587,716,284,0.6051,0.6051
1997,"ATLANTA, GA","PITTSBURGH, PA",89,526,527,216,0.5133,0.5133
1998,"ATLANTA, GA","PITTSBURGH, PA",89,526,580,214,0.528,0.528
1999,"ATLANTA, GA","PITTSBURGH, PA",89,526,573,218,0.5438,0.5438
2000,"ATLANTA, GA","PITTSBURGH, PA",89,526,803,137,0.4657,0.4657
1997,"ATLANTA, GA","PORTLAND, OR",90,2173,327,272,0.6995,0.6995
1998,"ATLANTA, GA","PORTLAND, OR",90,2173,341,286,0.7025,0.7025
1999,"ATLANTA, GA","PORTLAND, OR",90,2173,311,310,0.6686,0.6686
2000,"ATLANTA, GA","PORTLAND, OR",90,2173,353,320,0.6794,0.6794
1997,"ATLANTA, GA","PROVIDENCE, RI",91,904,224,274,0.7932,0.7932
1998,"ATLANTA, GA","PROVIDENCE, RI",91,904,197,269,0.8137,0.8137
1999,"ATLANTA, GA","PROVIDENCE, RI",91,904,175,250,0.7758,0.7758
2000,"ATLANTA, GA","PROVIDENCE, RI",91,904,230,230,0.8343,0.8343
1997,"ATLANTA, GA","RALEIGH/DURHAM, NC",92,356,1091,144,0.6743,0.6743
1998,"ATLANTA, GA","RALEIGH/DURHAM, NC",92,356,1297,110,0.7018,0.7018
1999,"ATLANTA, GA","RALEIGH/DURHAM, NC",92,356,1441,103,0.6546,0.6546
2000,"ATLANTA, GA","RALEIGH/DURHAM, NC",92,356,1411,117,0.5527,0.5527
1997,"ATLANTA, GA","RICHMOND, VA",93,481,436,230,0.9461,0.9461
1998,"ATLANTA, GA","RICHMOND, VA",93,481,721,115,0.758,0.758
1999,"ATLANTA, GA","RICHMOND, VA",93,481,552,175,0.9028,0.9028
2000,"ATLANTA, GA","RICHMOND, VA",93,481,535,194,0.9427,0.9427
1997,"ATLANTA, GA","ROCHESTER, NY",94,750,211,206,0.7855,0.7855
1998,"ATLANTA, GA","ROCHESTER, NY",94,750,211,193,0.8281,0.8281
1999,"ATLANTA, GA","ROCHESTER, NY",94,750,163,218,0.7652,0.7652
2000,"ATLANTA, GA","ROCHESTER, NY",94,750,193,197,0.8061,0.8061
1997,"ATLANTA, GA","SACRAMENTO, CA",95,2094,190,272,0.6701,0.6701
1998,"ATLANTA, GA","SACRAMENTO, CA",95,2094,229,248,0.6543,0.6543
1999,"ATLANTA, GA","SACRAMENTO, CA",95,2094,218,285,0.5,0.5
2000,"ATLANTA, GA","SACRAMENTO, CA",95,2094,244,305,0.588,0.588
1997,"ATLANTA, GA","SALT LAKE CITY, UT",96,1590,433,241,0.7586,0.7586
1998,"ATLANTA, GA","SALT LAKE CITY, UT",96,1590,487,240,0.7066,0.7066
1999,"ATLANTA, GA","SALT LAKE CITY, UT",96,1590,467,252,0.6547,0.6547
2000,"ATLANTA, GA","SALT LAKE CITY, UT",96,1590,530,234,0.6295,0.6295
1997,"ATLANTA, GA","SAN ANTONIO, TX",97,874,368,203,0.7196,0.7196
1998,"ATLANTA, GA","SAN ANTONIO, TX",97,874,396,201,0.8135,0.8135
1999,"ATLANTA, GA","SAN ANTONIO, TX",97,874,435,196,0.7564,0.7564
2000,"ATLANTA, GA","SAN ANTONIO, TX",97,874,418,224,0.7298,0.7298
1997,"ATLANTA, GA","SAN DIEGO, CA",98,1892,440,268,0.6417,0.6417
1998,"ATLANTA, GA","SAN DIEGO, CA",98,1892,436,298,0.679,0.679
1999,"ATLANTA, GA","SAN DIEGO, CA",98,1892,485,296,0.5706,0.5706
2000,"ATLANTA, GA","SAN DIEGO, CA",98,1892,523,303,0.6482,0.6482
1997,"ATLANTA, GA","SAN FRANCISCO, CA",99,2139,1185,306,0.6348,0.6348
1998,"ATLANTA, GA","SAN FRANCISCO, CA",99,2139,1045,341,0.677,0.677
1999,"ATLANTA, GA","SAN FRANCISCO, CA",99,2139,1081,361,0.5979,0.5979
2000,"ATLANTA, GA","SAN FRANCISCO, CA",99,2139,1237,370,0.6385,0.6385
1997,"ATLANTA, GA","SAN JOSE, CA",100,2117,265,344,0.6117,0.6117
1998,"ATLANTA, GA","SAN JOSE, CA",100,2117,258,357,0.5688,0.5688
1999,"ATLANTA, GA","SAN JOSE, CA",100,2117,291,366,0.5492,0.5492
2000,"ATLANTA, GA","SAN JOSE, CA",100,2117,372,407,0.5761,0.5761
1997,"ATLANTA, GA","SANTA ANA, CA",101,1920,276,359,0.6315,0.6315
1998,"ATLANTA, GA","SANTA ANA, CA",101,1920,293,357,0.6377,0.6377
1999,"ATLANTA, GA","SANTA ANA, CA",101,1920,284,358,0.5881,0.5881
2000,"ATLANTA, GA","SANTA ANA, CA",101,1920,341,347,0.5967,0.5967
1997,"ATLANTA, GA","SAVANNAH, GA",102,215,351,90,0.8904,0.8904
1998,"ATLANTA, GA","SAVANNAH, GA",102,215,439,87,0.6897,0.6897
1999,"ATLANTA, GA","SAVANNAH, GA",102,215,478,79,0.7411,0.7411
2000,"ATLANTA, GA","SAVANNAH, GA",102,215,453,97,0.7487,0.7487
1997,"ATLANTA, GA","SEATTLE, WA",103,2183,578,272,0.5654,0.5654
1998,"ATLANTA, GA","SEATTLE, WA",103,2183,562,314,0.667,0.667
1999,"ATLANTA, GA","SEATTLE, WA",103,2183,532,318,0.5654,0.5654
2000,"ATLANTA, GA","SEATTLE, WA",103,2183,607,343,0.603,0.603
1997,"ATLANTA, GA","ST. LOUIS, MO",104,483,647,203,0.4981,0.4981
1998,"ATLANTA, GA","ST. LOUIS, MO",104,483,674,200,0.4962,0.4962
1999,"ATLANTA, GA","ST. LOUIS, MO",104,483,660,209,0.5132,0.5132
2000,"ATLANTA, GA","ST. LOUIS, MO",104,483,707,226,0.4937,0.4937
1997,"ATLANTA, GA","SYRACUSE, NY",105,794,184,222,0.7597,0.7597
1998,"ATLANTA, GA","SYRACUSE, NY",105,794,197,192,0.8032,0.8032
1999,"ATLANTA, GA","SYRACUSE, NY",105,794,190,206,0.7494,0.7494
2000,"ATLANTA, GA","SYRACUSE, NY",105,794,198,202,0.7708,0.7708
1997,"ATLANTA, GA","TAMPA, FL",106,406,1768,114,0.8073,0.8073
1998,"ATLANTA, GA","TAMPA, FL",106,406,1894,113,0.7883999,0.7883999
1999,"ATLANTA, GA","TAMPA, FL",106,406,1875,126,0.7404,0.7404
2000,"ATLANTA, GA","TAMPA, FL",106,406,1769,135,0.6947,0.6947
1997,"ATLANTA, GA","TULSA, OK",107,674,213,202,0.7902,0.7902
1998,"ATLANTA, GA","TULSA, OK",107,674,239,187,0.7948,0.7948
1999,"ATLANTA, GA","TULSA, OK",107,674,213,194,0.7847,0.7847
2000,"ATLANTA, GA","TULSA, OK",107,674,188,233,0.7546,0.7546
1997,"ATLANTA, GA","VALPARAISO, FL",108,264,135,103,0.5808,0.5808
1998,"ATLANTA, GA","VALPARAISO, FL",108,264,195,80,0.7561,0.7561
1999,"ATLANTA, GA","VALPARAISO, FL",108,264,225,95,0.7414,0.7414
2000,"ATLANTA, GA","VALPARAISO, FL",108,264,217,112,0.681,0.681
1997,"ATLANTA, GA","WASHINGTON, DC",109,540,2546,174,0.7385,0.7385
1998,"ATLANTA, GA","WASHINGTON, DC",109,540,3175,145,0.7167,0.7167
1999,"ATLANTA, GA","WASHINGTON, DC",109,540,3568,131,0.5152,0.5152
2000,"ATLANTA, GA","WASHINGTON, DC",109,540,3195,185,0.5607,0.5607
1997,"ATLANTA, GA","WEST PALM BEACH, FL",110,545,686,115,0.8504,0.8504
1998,"ATLANTA, GA","WEST PALM BEACH, FL",110,545,628,127,0.9737,0.9737
1999,"ATLANTA, GA","WEST PALM BEACH, FL",110,545,583,156,0.9758999,0.9758999
2000,"ATLANTA, GA","WEST PALM BEACH, FL",110,545,557,159,0.9694,0.9694
1997,"ATLANTIC CITY, NJ","BOSTON, MA",111,274,163,62,0.9385,0.9385
1998,"ATLANTIC CITY, NJ","BOSTON, MA",111,274,10,190,0.9457,0.9457
1999,"ATLANTIC CITY, NJ","BOSTON, MA",111,274,4,206,0.8889,0.8889
2000,"ATLANTIC CITY, NJ","BOSTON, MA",111,274,5,241,0.9583,0.9583
1997,"ATLANTIC CITY, NJ","CLEVELAND, OH",112,406,168,56,0.9579,0.9579
1998,"ATLANTIC CITY, NJ","CLEVELAND, OH",112,406,118,67,0.9676999,0.9676999
1999,"ATLANTIC CITY, NJ","CLEVELAND, OH",112,406,80,84,0.9673001,0.9673001
2000,"ATLANTIC CITY, NJ","CLEVELAND, OH",112,406,3,252,1,1
1997,"ATLANTIC CITY, NJ","DETROIT, MI",113,506,167,58,0.9778,0.9778
1998,"ATLANTIC CITY, NJ","DETROIT, MI",113,506,84,64,0.9794,0.9794
1999,"ATLANTIC CITY, NJ","DETROIT, MI",113,506,4,159,0.8182,0.8182
2000,"ATLANTIC CITY, NJ","DETROIT, MI",113,506,2,228,0.7059,0.7059
1997,"ATLANTIC CITY, NJ","FT. LAUDERDALE, FL",114,977,268,83,0.9846,0.9846
1998,"ATLANTIC CITY, NJ","FT. LAUDERDALE, FL",114,977,387,109,0.9919,0.9919
1999,"ATLANTIC CITY, NJ","FT. LAUDERDALE, FL",114,977,394,121,0.9948,0.9948
2000,"ATLANTIC CITY, NJ","FT. LAUDERDALE, FL",114,977,365,119,0.9935,0.9935
1997,"ATLANTIC CITY, NJ","MYRTLE BEACH, SC",115,466,190,37,1,1
1998,"ATLANTIC CITY, NJ","MYRTLE BEACH, SC",115,466,66,83,0.9836,0.9836
1999,"ATLANTIC CITY, NJ","MYRTLE BEACH, SC",115,466,123,86,1,1
2000,"ATLANTIC CITY, NJ","MYRTLE BEACH, SC",115,466,130,88,0.9983,0.9983
1997,"ATLANTIC CITY, NJ","ORLANDO, FL",116,852,219,75,0.9643,0.9643
1998,"ATLANTIC CITY, NJ","ORLANDO, FL",116,852,332,108,0.9846,0.9846
1999,"ATLANTIC CITY, NJ","ORLANDO, FL",116,852,444,111,0.9909,0.9909
2000,"ATLANTIC CITY, NJ","ORLANDO, FL",116,852,377,114,0.9934,0.9934
1997,"AUSTIN, TX","BALTIMORE, MD",117,1342,210,162,0.3058,0.3058
1998,"AUSTIN, TX","BALTIMORE, MD",117,1342,224,175,0.3571,0.3571
1999,"AUSTIN, TX","BALTIMORE, MD",117,1342,293,177,0.3178,0.3178
2000,"AUSTIN, TX","BALTIMORE, MD",117,1342,436,183,0.5248,0.5248
1997,"AUSTIN, TX","BOSTON, MA",118,1695,291,241,0.6258,0.6258
1998,"AUSTIN, TX","BOSTON, MA",118,1695,264,240,0.5556,0.5556
1999,"AUSTIN, TX","BOSTON, MA",118,1695,238,350,0.4872,0.4872
2000,"AUSTIN, TX","BOSTON, MA",118,1695,252,378,0.3696,0.3696
1997,"AUSTIN, TX","CHICAGO, IL",119,972,520,180,0.6119,0.6119
1998,"AUSTIN, TX","CHICAGO, IL",119,972,557,191,0.6448,0.6448
1999,"AUSTIN, TX","CHICAGO, IL",119,972,604,207,0.5888,0.5888
2000,"AUSTIN, TX","CHICAGO, IL",119,972,645,246,0.5634,0.5634
1997,"AUSTIN, TX","DALLAS, TX",120,183,1910,77,0.7116001,0.7116001
1998,"AUSTIN, TX","DALLAS, TX",120,183,2077,76,0.5179,0.5179
1999,"AUSTIN, TX","DALLAS, TX",120,183,2070,82,0.595,0.595
2000,"AUSTIN, TX","DALLAS, TX",120,183,2035,95,0.7783999,0.7783999
1997,"AUSTIN, TX","DENVER, CO",121,769,269,203,0.4838,0.4838
1998,"AUSTIN, TX","DENVER, CO",121,769,289,243,0.5561,0.5561
1999,"AUSTIN, TX","DENVER, CO",121,769,309,265,0.5104,0.5104
2000,"AUSTIN, TX","DENVER, CO",121,769,413,266,0.5772,0.5772
1997,"AUSTIN, TX","EL PASO, TX",122,525,373,109,0.9295,0.9295
1998,"AUSTIN, TX","EL PASO, TX",122,525,348,121,0.9541,0.9541
1999,"AUSTIN, TX","EL PASO, TX",122,525,382,116,0.8991001,0.8991001
2000,"AUSTIN, TX","EL PASO, TX",122,525,353,125,0.9414,0.9414
1997,"AUSTIN, TX","HARLINGEN, TX",123,280,200,65,0.9457,0.9457
1998,"AUSTIN, TX","HARLINGEN, TX",123,280,197,71,0.9845,0.9845
1999,"AUSTIN, TX","HARLINGEN, TX",123,280,198,67,0.973,0.973
2000,"AUSTIN, TX","HARLINGEN, TX",123,280,208,74,0.9854,0.9854
1997,"AUSTIN, TX","HOUSTON, TX",124,152,975,76,0.757,0.757
1998,"AUSTIN, TX","HOUSTON, TX",124,152,910,80,0.7659,0.7659
1999,"AUSTIN, TX","HOUSTON, TX",124,152,921,78,0.7158999,0.7158999
2000,"AUSTIN, TX","HOUSTON, TX",124,152,963,83,0.7068,0.7068
1997,"AUSTIN, TX","LAS VEGAS, NV",125,1085,505,112,0.6108,0.6108
1998,"AUSTIN, TX","LAS VEGAS, NV",125,1085,433,134,0.6723,0.6723
1999,"AUSTIN, TX","LAS VEGAS, NV",125,1085,498,136,0.7268,0.7268
2000,"AUSTIN, TX","LAS VEGAS, NV",125,1085,484,150,0.7151,0.7151
1997,"AUSTIN, TX","LOS ANGELES, CA",126,1238,344,180,0.4091,0.4091
1998,"AUSTIN, TX","LOS ANGELES, CA",126,1238,396,182,0.5777,0.5777
1999,"AUSTIN, TX","LOS ANGELES, CA",126,1238,520,169,0.489,0.489
2000,"AUSTIN, TX","LOS ANGELES, CA",126,1238,506,197,0.4448,0.4448
1997,"AUSTIN, TX","LUBBOCK, TX",127,335,292,81,0.9534,0.9534
1998,"AUSTIN, TX","LUBBOCK, TX",127,335,284,89,0.9568,0.9568
1999,"AUSTIN, TX","LUBBOCK, TX",127,335,284,90,0.9575,0.9575
2000,"AUSTIN, TX","LUBBOCK, TX",127,335,290,95,0.9516,0.9516
1997,"AUSTIN, TX","MIDLAND/ODESSA, TX",128,290,198,79,0.9719,0.9719
1998,"AUSTIN, TX","MIDLAND/ODESSA, TX",128,290,155,86,0.9712,0.9712
1999,"AUSTIN, TX","MIDLAND/ODESSA, TX",128,290,179,86,0.9701999,0.9701999
2000,"AUSTIN, TX","MIDLAND/ODESSA, TX",128,290,163,90,0.982,0.982
1997,"AUSTIN, TX","NASHVILLE, TN",129,754,201,109,0.71,0.71
1998,"AUSTIN, TX","NASHVILLE, TN",129,754,208,120,0.7648,0.7648
1999,"AUSTIN, TX","NASHVILLE, TN",129,754,251,121,0.7405,0.7405
2000,"AUSTIN, TX","NASHVILLE, TN",129,754,257,141,0.7776,0.7776
1997,"AUSTIN, TX","NEW ORLEANS, LA",130,446,188,116,0.5442,0.5442
1998,"AUSTIN, TX","NEW ORLEANS, LA",130,446,191,129,0.6267,0.6267
1999,"AUSTIN, TX","NEW ORLEANS, LA",130,446,212,128,0.6276,0.6276
2000,"AUSTIN, TX","NEW ORLEANS, LA",130,446,215,141,0.6773,0.6773
1997,"AUSTIN, TX","NEW YORK, NY",131,1509,554,267,0.4572,0.4572
1998,"AUSTIN, TX","NEW YORK, NY",131,1509,530,283,0.4039,0.4039
1999,"AUSTIN, TX","NEW YORK, NY",131,1509,619,346,0.4295,0.4295
2000,"AUSTIN, TX","NEW YORK, NY",131,1509,679,373,0.4375,0.4375
1997,"AUSTIN, TX","ORLANDO, FL",132,996,230,146,0.4264,0.4264
1998,"AUSTIN, TX","ORLANDO, FL",132,996,236,152,0.3959,0.3959
1999,"AUSTIN, TX","ORLANDO, FL",132,996,270,159,0.351,0.351
2000,"AUSTIN, TX","ORLANDO, FL",132,996,285,171,0.4144,0.4144
1997,"AUSTIN, TX","PHOENIX, AZ",133,868,552,134,0.504,0.504
1998,"AUSTIN, TX","PHOENIX, AZ",133,868,459,136,0.5141,0.5141
1999,"AUSTIN, TX","PHOENIX, AZ",133,868,568,138,0.4665,0.4665
2000,"AUSTIN, TX","PHOENIX, AZ",133,868,580,147,0.5145,0.5145
1997,"AUSTIN, TX","SAN DIEGO, CA",134,1163,221,150,0.2863,0.2863
1998,"AUSTIN, TX","SAN DIEGO, CA",134,1163,235,157,0.3313,0.3313
1999,"AUSTIN, TX","SAN DIEGO, CA",134,1163,240,166,0.3321,0.3321
2000,"AUSTIN, TX","SAN DIEGO, CA",134,1163,305,179,0.5128,0.5128
1997,"AUSTIN, TX","SAN FRANCISCO, CA",135,1501,255,207,0.3659,0.3659
1998,"AUSTIN, TX","SAN FRANCISCO, CA",135,1501,239,208,0.4055,0.4055
1999,"AUSTIN, TX","SAN FRANCISCO, CA",135,1501,297,226,0.3719,0.3719
2000,"AUSTIN, TX","SAN FRANCISCO, CA",135,1501,346,238,0.3978,0.3978
1997,"AUSTIN, TX","SAN JOSE, CA",136,1471,477,238,0.8068,0.8068
1998,"AUSTIN, TX","SAN JOSE, CA",136,1471,513,210,0.8783,0.8783
1999,"AUSTIN, TX","SAN JOSE, CA",136,1471,567,244,0.7942,0.7942
2000,"AUSTIN, TX","SAN JOSE, CA",136,1471,684,278,0.8037,0.8037
1997,"AUSTIN, TX","SEATTLE, WA",137,1764,171,198,0.342,0.342
1998,"AUSTIN, TX","SEATTLE, WA",137,1764,197,188,0.3302,0.3302
1999,"AUSTIN, TX","SEATTLE, WA",137,1764,212,199,0.2573,0.2573
2000,"AUSTIN, TX","SEATTLE, WA",137,1764,246,219,0.2445,0.2445
1997,"AUSTIN, TX","ST. LOUIS, MO",138,718,211,159,0.5688,0.5688
1998,"AUSTIN, TX","ST. LOUIS, MO",138,718,189,164,0.578,0.578
1999,"AUSTIN, TX","ST. LOUIS, MO",138,718,210,176,0.4597,0.4597
2000,"AUSTIN, TX","ST. LOUIS, MO",138,718,217,191,0.4682,0.4682
1997,"AUSTIN, TX","WASHINGTON, DC",139,1308,340,227,0.5275,0.5275
1998,"AUSTIN, TX","WASHINGTON, DC",139,1308,352,211,0.4252,0.4252
1999,"AUSTIN, TX","WASHINGTON, DC",139,1308,336,291,0.3615,0.3615
2000,"AUSTIN, TX","WASHINGTON, DC",139,1308,305,347,0.3055,0.3055
1997,"BALTIMORE, MD","BIRMINGHAM, AL",140,682,391,100,0.6964,0.6964
1998,"BALTIMORE, MD","BIRMINGHAM, AL",140,682,417,97,0.7811,0.7811
1999,"BALTIMORE, MD","BIRMINGHAM, AL",140,682,460,103,0.7847,0.7847
2000,"BALTIMORE, MD","BIRMINGHAM, AL",140,682,481,112,0.806,0.806
1997,"BALTIMORE, MD","BOSTON, MA",141,370,854,131,0.9525,0.9525
1998,"BALTIMORE, MD","BOSTON, MA",141,370,703,142,0.9647,0.9647
1999,"BALTIMORE, MD","BOSTON, MA",141,370,708,142,0.9630001,0.9630001
2000,"BALTIMORE, MD","BOSTON, MA",141,370,697,150,0.9626999,0.9626999
1997,"BALTIMORE, MD","CHARLOTTE, NC",142,360,240,248,0.9406,0.9406
1998,"BALTIMORE, MD","CHARLOTTE, NC",142,360,276,241,0.935,0.935
1999,"BALTIMORE, MD","CHARLOTTE, NC",142,360,275,237,0.9503,0.9503
2000,"BALTIMORE, MD","CHARLOTTE, NC",142,360,264,258,0.9179,0.9179
1997,"BALTIMORE, MD","CHICAGO, IL",143,611,2634,101,0.4013,0.4013
1998,"BALTIMORE, MD","CHICAGO, IL",143,611,2698,103,0.4045,0.4045
1999,"BALTIMORE, MD","CHICAGO, IL",143,611,2706,106,0.3684,0.3684
2000,"BALTIMORE, MD","CHICAGO, IL",143,611,2613,120,0.3692,0.3692
1997,"BALTIMORE, MD","CINCINNATI, OH",144,430,142,256,0.8828,0.8828
1998,"BALTIMORE, MD","CINCINNATI, OH",144,430,174,226,0.8011,0.8011
1999,"BALTIMORE, MD","CINCINNATI, OH",144,430,153,257,0.8217,0.8217
2000,"BALTIMORE, MD","CINCINNATI, OH",144,430,192,225,0.6987,0.6987
1997,"BALTIMORE, MD","CLEVELAND, OH",145,314,1144,72,0.5087,0.5087
1998,"BALTIMORE, MD","CLEVELAND, OH",145,314,1071,67,0.3896,0.3896
1999,"BALTIMORE, MD","CLEVELAND, OH",145,314,1355,61,0.3931,0.3931
2000,"BALTIMORE, MD","CLEVELAND, OH",145,314,1333,68,0.3935,0.3935
1997,"BALTIMORE, MD","COLUMBUS, OH",146,337,112,146,0.5068,0.5068
1998,"BALTIMORE, MD","COLUMBUS, OH",146,337,116,173,0.461,0.461
1999,"BALTIMORE, MD","COLUMBUS, OH",146,337,93,134,0.4052,0.4052
2000,"BALTIMORE, MD","COLUMBUS, OH",146,337,53,183,0.3918,0.3918
1997,"BALTIMORE, MD","DALLAS, TX",147,1217,499,269,0.6945,0.6945
1998,"BALTIMORE, MD","DALLAS, TX",147,1217,482,278,0.7216001,0.7216001
1999,"BALTIMORE, MD","DALLAS, TX",147,1217,504,267,0.6557,0.6557
2000,"BALTIMORE, MD","DALLAS, TX",147,1217,554,320,0.6118,0.6118
1997,"BALTIMORE, MD","DENVER, CO",148,1491,351,245,0.6878,0.6878
1998,"BALTIMORE, MD","DENVER, CO",148,1491,590,229,0.6862,0.6862
1999,"BALTIMORE, MD","DENVER, CO",148,1491,703,236,0.6465,0.6465
2000,"BALTIMORE, MD","DENVER, CO",148,1491,587,254,0.575,0.575
1997,"BALTIMORE, MD","DETROIT, MI",149,408,757,102,0.9288,0.9288
1998,"BALTIMORE, MD","DETROIT, MI",149,408,1134,96,0.629,0.629
1999,"BALTIMORE, MD","DETROIT, MI",149,408,928,113,0.7624,0.7624
2000,"BALTIMORE, MD","DETROIT, MI",149,408,811,152,0.8365,0.8365
1997,"BALTIMORE, MD","FT. LAUDERDALE, FL",150,925,911,118,0.4933,0.4933
1998,"BALTIMORE, MD","FT. LAUDERDALE, FL",150,925,976,120,0.5446,0.5446
1999,"BALTIMORE, MD","FT. LAUDERDALE, FL",150,925,1070,116,0.5426,0.5426
2000,"BALTIMORE, MD","FT. LAUDERDALE, FL",150,925,1116,124,0.5425,0.5425
1997,"BALTIMORE, MD","FT. MYERS, FL",151,921,123,145,0.5383,0.5383
1998,"BALTIMORE, MD","FT. MYERS, FL",151,921,120,147,0.6364,0.6364
1999,"BALTIMORE, MD","FT. MYERS, FL",151,921,102,158,0.5283,0.5283
2000,"BALTIMORE, MD","FT. MYERS, FL",151,921,218,140,0.7364,0.7364
1997,"BALTIMORE, MD","HARTFORD, CT",152,283,248,149,0.9711,0.9711
1998,"BALTIMORE, MD","HARTFORD, CT",152,283,238,147,0.974,0.974
1999,"BALTIMORE, MD","HARTFORD, CT",152,283,703,72,0.7046,0.7046
2000,"BALTIMORE, MD","HARTFORD, CT",152,283,1202,62,0.7041,0.7041
1997,"BALTIMORE, MD","HOUSTON, TX",153,1235,868,175,0.6,0.6
1998,"BALTIMORE, MD","HOUSTON, TX",153,1235,751,181,0.5625,0.5625
1999,"BALTIMORE, MD","HOUSTON, TX",153,1235,873,182,0.5532,0.5532
2000,"BALTIMORE, MD","HOUSTON, TX",153,1235,939,198,0.5269,0.5269
1997,"BALTIMORE, MD","INDIANAPOLIS, IN",154,516,330,134,0.7225,0.7225
1998,"BALTIMORE, MD","INDIANAPOLIS, IN",154,516,192,136,0.509,0.509
1999,"BALTIMORE, MD","INDIANAPOLIS, IN",154,516,228,142,0.4354,0.4354
2000,"BALTIMORE, MD","INDIANAPOLIS, IN",154,516,463,106,0.6775,0.6775
1997,"BALTIMORE, MD","JACKSONVILLE, FL",155,663,432,110,0.5014,0.5014
1998,"BALTIMORE, MD","JACKSONVILLE, FL",155,663,521,103,0.5368,0.5368
1999,"BALTIMORE, MD","JACKSONVILLE, FL",155,663,623,99,0.5183,0.5183
2000,"BALTIMORE, MD","JACKSONVILLE, FL",155,663,646,103,0.549,0.549
1997,"BALTIMORE, MD","KANSAS CITY, MO",156,967,451,133,0.3816,0.3816
1998,"BALTIMORE, MD","KANSAS CITY, MO",156,967,538,132,0.6155,0.6155
1999,"BALTIMORE, MD","KANSAS CITY, MO",156,967,499,140,0.6815,0.6815
2000,"BALTIMORE, MD","KANSAS CITY, MO",156,967,477,153,0.6968,0.6968
1997,"BALTIMORE, MD","LAS VEGAS, NV",157,2107,548,158,0.2721,0.2721
1998,"BALTIMORE, MD","LAS VEGAS, NV",157,2107,651,167,0.4431,0.4431
1999,"BALTIMORE, MD","LAS VEGAS, NV",157,2107,1068,152,0.4767,0.4767
2000,"BALTIMORE, MD","LAS VEGAS, NV",157,2107,990,159,0.4973,0.4973
1997,"BALTIMORE, MD","LOS ANGELES, CA",158,2330,976,240,0.4938,0.4938
